,DAILY_STRESS,FLOW,DAILY_SHOUTING,WEEKLY_MEDITATION,AGE,GENDER,WEIGHTED_SCORE
12917,4,5,2,5,Less than 20,Male,96
12918,4,0,2,4,Less than 20,Female,60
12919,5,2,3,10,Less than 20,Female,73
12920,3,2,0,6,Less than 20,Female,90
12921,3,2,2,2,Less than 20,Female,72
12922,4,2,3,3,Less than 20,Female,66
12923,2,1,10,2,Less than 20,Female,9
12924,3,3,3,3,Less than 20,Female,73
12925,3,9,2,5,21 to 35,Male,124
12926,3,8,3,6,36 to 50,Male,111
12927,2,1,0,7,21 to 35,Female,84
12928,5,4,10,3,Less than 20,Male,31
12929,4,0,2,2,21 to 35,Female,58
12930,1,6,2,10,Less than 20,Female,108
12931,4,2,1,1,36 to 50,Male,78
12932,4,3,10,4,21 to 35,Female,25
12933,1,0,7,4,51 or more,Female,25
12934,2,0,5,5,Less than 20,Female,40
12935,4,4,1,10,36 to 50,Male,101
12936,2,0,3,7,36 to 50,Female,56
12937,2,0,2,5,21 to 35,Female,61
12938,4,0,2,3,21 to 35,Male,59
12939,2,4,1,9,21 to 35,Female,100
12940,3,3,1,2,21 to 35,Male,86
12941,4,3,10,2,21 to 35,Female,23
12942,3,0,5,10,21 to 35,Female,45
12943,5,3,2,3,Less than 20,Female,80
12944,3,4,0,6,51 or more,Female,104
12945,2,4,1,10,36 to 50,Female,101
12946,4,5,2,5,51 or more,Female,96
12947,4,5,5,8,21 to 35,Male,78
12948,1,2,2,0,36 to 50,Female,70
12949,3,3,3,10,21 to 35,Female,80
12950,1,4,0,7,21 to 35,Male,105
12951,4,2,8,1,36 to 50,Male,29
12952,2,7,3,9,36 to 50,Male,107
12953,5,0,10,10,51 or more,Female,10
12954,4,1,3,3,51 or more,Female,59
12955,2,8,6,8,36 to 50,Female,92
12956,0,2,4,10,51 or more,Female,66
12957,4,2,2,7,36 to 50,Female,77
12958,2,8,3,6,21 to 35,Male,111
12959,0,2,2,5,21 to 35,Female,75
12960,5,5,7,3,36 to 50,Female,59
12961,5,1,3,10,36 to 50,Male,66
12962,2,1,0,7,21 to 35,Female,84
12963,4,6,1,8,51 or more,Female,113
12964,4,3,2,2,36 to 50,Female,79
12965,4,2,2,6,21 to 35,Female,76
12966,5,2,7,3,21 to 35,Female,38
12967,3,4,4,7,36 to 50,Female,77
12968,2,4,6,7,21 to 35,Female,63
12969,4,6,2,7,21 to 35,Male,105
12970,2,7,0,10,51 or more,Female,129
12971,5,5,0,3,21 to 35,Female,108
12972,2,1,2,10,21 to 35,Male,73
12973,3,2,1,10,21 to 35,Female,87
12974,0,1,0,10,21 to 35,Female,87
12975,3,7,5,5,21 to 35,Female,89
12976,3,4,1,7,21 to 35,Female,98
12977,3,4,1,7,21 to 35,Female,98
12978,4,2,4,1,51 or more,Female,57
12979,3,6,0,2,21 to 35,Female,114
12980,1,2,2,10,51 or more,Female,80
12981,0,8,1,10,21 to 35,Male,129
12982,3,0,1,7,51 or more,Female,70
12983,5,5,1,6,51 or more,Female,104
12984,2,2,0,3,51 or more,Female,87
12985,4,2,1,8,51 or more,Female,85
12986,4,2,10,7,Less than 20,Female,21
12987,5,1,4,0,51 or more,Female,49
12988,2,5,1,9,51 or more,Male,107
12989,2,7,4,4,36 to 50,Male,95
12990,3,0,0,10,51 or more,Female,80
12991,4,2,3,8,21 to 35,Male,71
12992,3,10,0,10,21 to 35,Male,150
12993,2,4,4,7,36 to 50,Male,77
12994,2,1,5,10,21 to 35,Male,52
12995,3,3,4,7,21 to 35,Female,70
12996,4,0,0,5,21 to 35,Female,75
12997,2,3,2,8,21 to 35,Male,85
12998,5,1,3,10,21 to 35,Female,66
12999,4,2,2,10,21 to 35,Male,80
13000,1,0,1,7,36 to 50,Female,70
13001,3,3,2,5,36 to 50,Male,82
13002,4,2,1,6,21 to 35,Male,83
13003,2,2,3,3,36 to 50,Female,66
13004,2,3,2,10,36 to 50,Female,87
13005,2,5,0,10,51 or more,Female,115
13006,3,4,0,3,21 to 35,Female,101
13007,1,3,0,10,51 or more,Female,101
13008,2,5,2,4,Less than 20,Female,95
13009,3,3,4,7,21 to 35,Female,70
13010,1,2,0,7,21 to 35,Male,91
13011,4,1,8,1,36 to 50,Female,22
13012,3,3,0,2,Less than 20,Female,93
13013,5,1,9,2,36 to 50,Female,16
13014,1,2,2,7,36 to 50,Female,77
13015,0,2,1,10,21 to 35,Female,87
13016,3,3,1,10,21 to 35,Female,94
13017,3,0,3,7,21 to 35,Male,56
13018,4,2,9,8,21 to 35,Female,29
13019,0,8,1,8,21 to 35,Male,127
13020,2,0,6,7,51 or more,Female,35
13021,2,1,10,3,36 to 50,Female,10
13022,5,4,6,3,51 or more,Female,59
13023,3,2,4,8,36 to 50,Male,64
13024,2,2,3,6,51 or more,Female,69
13025,1,3,0,10,36 to 50,Male,101
13026,3,5,1,2,51 or more,Male,100
13027,3,3,1,2,36 to 50,Female,86
13028,1,2,10,7,36 to 50,Female,21
13029,3,2,3,1,21 to 35,Male,64
13030,2,4,1,7,51 or more,Male,98
13031,3,4,2,7,21 to 35,Female,91
13032,2,5,5,2,21 to 35,Female,72
13033,4,0,5,5,51 or more,Male,40
13034,3,4,6,6,21 to 35,Female,62
13035,2,1,1,9,51 or more,Female,79
13036,3,1,3,10,36 to 50,Female,66
13037,2,1,2,5,21 to 35,Male,68
13038,4,0,10,2,36 to 50,Female,2
13039,2,1,1,10,21 to 35,Female,80
13040,4,3,6,7,21 to 35,Male,56
13041,2,2,2,7,36 to 50,Female,77
13042,2,1,6,2,36 to 50,Female,37
13043,3,6,1,4,36 to 50,Female,109
13044,2,4,1,10,51 or more,Male,101
13045,5,0,8,10,21 to 35,Female,24
13046,0,1,1,10,51 or more,Female,80
13047,3,2,2,6,21 to 35,Female,76
13048,5,5,4,4,21 to 35,Male,81
13049,1,2,0,10,36 to 50,Female,94
13050,1,3,0,6,36 to 50,Male,97
13051,1,10,0,10,51 or more,Male,150
13052,1,3,0,10,51 or more,Female,101
13053,3,1,4,3,36 to 50,Female,52
13054,2,1,2,10,36 to 50,Male,73
13055,2,5,10,10,21 to 35,Male,45
13056,2,2,10,10,21 to 35,Male,24
13057,1,4,7,10,21 to 35,Female,59
13058,0,0,0,7,21 to 35,Male,77
13059,2,1,2,2,36 to 50,Female,65
13060,4,8,3,8,36 to 50,Female,113
13061,2,2,1,4,21 to 35,Male,81
13062,4,5,0,1,21 to 35,Male,106
13063,4,6,1,3,21 to 35,Male,108
13064,3,6,1,1,36 to 50,Male,106
13065,5,8,1,10,51 or more,Female,129
13066,1,3,0,10,21 to 35,Female,101
13067,1,1,0,10,21 to 35,Female,87
13068,3,3,3,7,51 or more,Female,77
13069,3,1,1,5,36 to 50,Female,75
13070,2,1,2,10,51 or more,Female,73
13071,3,1,1,5,36 to 50,Female,75
13072,3,1,0,5,36 to 50,Female,82
13073,3,1,0,7,21 to 35,Male,84
13074,3,1,2,2,36 to 50,Male,65
13075,5,3,10,3,36 to 50,Male,24
13076,3,8,4,7,21 to 35,Female,105
13077,3,5,5,7,51 or more,Female,77
13078,2,1,1,10,51 or more,Female,80
13079,4,2,6,3,36 to 50,Female,45
13080,4,2,1,2,21 to 35,Male,79
13081,5,3,6,0,21 to 35,Female,49
13082,2,2,3,10,51 or more,Female,73
13083,2,1,1,10,21 to 35,Female,80
13084,4,2,2,1,36 to 50,Female,71
13085,3,3,7,7,21 to 35,Male,49
13086,5,3,10,8,36 to 50,Male,29
13087,3,7,3,5,51 or more,Female,103
13088,3,5,5,7,21 to 35,Male,77
13089,4,0,10,10,21 to 35,Female,10
13090,5,8,1,3,Less than 20,Female,122
13091,0,4,2,9,51 or more,Male,93
13092,3,0,1,7,21 to 35,Female,70
13093,4,1,3,1,51 or more,Male,57
13094,4,6,1,10,51 or more,Female,115
13095,1,6,3,8,36 to 50,Male,99
13096,1,7,2,6,21 to 35,Female,111
13097,3,4,2,2,36 to 50,Female,86
13098,1,1,0,10,51 or more,Male,87
13099,3,4,2,10,51 or more,Female,94
13100,3,1,7,6,36 to 50,Female,34
13101,3,1,10,2,21 to 35,Female,9
13102,3,9,2,6,51 or more,Female,125
13103,3,3,0,10,21 to 35,Male,101
13104,2,2,1,5,Less than 20,Female,82
13105,2,1,10,10,21 to 35,Female,17
13106,2,2,1,8,36 to 50,Female,85
13107,1,5,4,3,21 to 35,Female,80
13108,1,2,2,7,21 to 35,Female,77
13109,3,3,4,3,21 to 35,Female,66
13110,3,3,4,3,21 to 35,Female,66
13111,3,2,9,5,36 to 50,Male,26
13112,3,7,5,7,36 to 50,Male,91
13113,0,1,1,10,21 to 35,Female,80
13114,3,1,3,10,21 to 35,Female,66
13115,1,4,0,5,51 or more,Male,103
13116,2,2,4,4,21 to 35,Male,60
13117,0,2,1,10,21 to 35,Female,87
13118,1,3,1,4,21 to 35,Male,88
13119,2,1,3,3,21 to 35,Male,59
13120,4,5,0,4,21 to 35,Female,109
13121,3,7,4,10,21 to 35,Male,101
13122,1,7,1,5,21 to 35,Male,117
13123,1,0,0,8,51 or more,Female,78
13124,3,1,4,8,51 or more,Female,57
13125,3,1,7,6,51 or more,Female,34
13126,4,5,1,5,36 to 50,Female,103
13127,3,4,1,2,21 to 35,Female,93
13128,3,3,1,2,21 to 35,Female,86
13129,2,8,6,2,36 to 50,Female,86
13130,5,3,5,10,51 or more,Female,66
13131,4,1,4,3,21 to 35,Male,52
13132,2,1,0,7,51 or more,Female,84
13133,3,5,0,7,21 to 35,Male,112
13134,1,1,1,5,36 to 50,Female,75
13135,3,6,2,10,51 or more,Female,108
13136,3,6,3,10,51 or more,Male,101
13137,4,1,2,5,36 to 50,Female,68
13138,4,2,1,4,36 to 50,Female,81
13139,2,1,2,7,21 to 35,Male,70
13140,2,3,1,10,21 to 35,Male,94
13141,4,9,0,1,36 to 50,Female,134
13142,2,1,1,9,21 to 35,Female,79
13143,4,2,3,4,21 to 35,Female,67
13144,1,2,1,4,21 to 35,Female,81
13145,1,3,2,10,21 to 35,Male,87
13146,3,2,3,7,21 to 35,Female,70
13147,3,0,2,2,21 to 35,Female,58
13148,1,10,3,10,21 to 35,Male,129
13149,1,6,0,8,Less than 20,Male,120
13150,3,10,1,10,36 to 50,Male,143
13151,4,2,0,6,36 to 50,Female,90
13152,5,1,2,5,36 to 50,Female,68
13153,1,2,2,10,21 to 35,Male,80
13154,1,2,2,10,21 to 35,Male,80
13155,4,3,1,3,Less than 20,Female,87
13156,4,6,1,10,51 or more,Female,115
13157,3,0,2,3,21 to 35,Female,59
13158,5,1,5,7,21 to 35,Male,49
13159,3,3,0,3,21 to 35,Female,94
13160,2,3,1,10,21 to 35,Male,94
13161,0,0,6,10,36 to 50,Female,38
13162,4,5,3,3,36 to 50,Female,87
13163,2,4,3,7,51 or more,Female,84
13164,1,5,4,10,Less than 20,Female,87
13165,3,3,1,5,21 to 35,Female,89
13166,3,2,5,7,51 or more,Female,56
13167,3,0,2,3,21 to 35,Female,59
13168,3,2,4,5,51 or more,Male,61
13169,5,0,0,7,51 or more,Male,77
13170,1,5,2,10,21 to 35,Female,101
13171,0,0,0,10,21 to 35,Female,80
13172,2,6,7,5,51 or more,Female,68
13173,4,1,2,7,21 to 35,Female,70
13174,2,6,0,4,36 to 50,Male,116
13175,3,2,7,10,36 to 50,Female,45
13176,3,2,2,10,36 to 50,Female,80
13177,3,2,1,10,21 to 35,Female,87
13178,3,2,4,5,36 to 50,Male,61
13179,5,1,8,9,51 or more,Male,30
13180,3,4,1,7,21 to 35,Female,98
13181,4,1,3,10,51 or more,Male,66
13182,4,2,10,2,36 to 50,Male,16
13183,2,2,5,5,21 to 35,Female,54
13184,4,1,8,6,51 or more,Male,27
13185,2,3,3,3,36 to 50,Male,73
13186,2,8,1,10,21 to 35,Female,129
13187,5,2,2,2,21 to 35,Male,72
13188,4,2,10,7,36 to 50,Female,21
13189,2,1,5,2,21 to 35,Female,44
13190,5,2,2,10,21 to 35,Female,80
13191,4,3,10,5,36 to 50,Female,26
13192,2,0,0,2,36 to 50,Female,72
13193,2,0,0,2,36 to 50,Female,72
13194,2,3,1,8,21 to 35,Female,92
13195,1,3,2,10,36 to 50,Female,87
13196,2,5,3,10,21 to 35,Female,94
13197,4,0,3,7,36 to 50,Female,56
13198,3,3,3,7,21 to 35,Female,77
13199,2,0,1,10,21 to 35,Female,73
13200,3,3,5,3,Less than 20,Female,59
13201,1,1,0,7,21 to 35,Male,84
13202,3,6,0,10,Less than 20,Female,122
13203,3,3,1,1,21 to 35,Male,85
13204,3,6,0,10,Less than 20,Female,122
13205,5,1,6,7,21 to 35,Female,42
13206,3,8,0,10,51 or more,Male,136
13207,3,8,0,10,51 or more,Male,136
13208,4,2,2,5,36 to 50,Female,75
13209,3,5,4,7,51 or more,Female,84
13210,1,2,3,10,51 or more,Female,73
13211,0,1,0,6,21 to 35,Male,83
13212,1,3,0,10,21 to 35,Female,101
13213,5,3,1,4,36 to 50,Female,88
13214,3,0,5,0,36 to 50,Female,35
13215,5,5,1,2,51 or more,Female,100
13216,5,2,1,5,51 or more,Female,82
13217,3,0,6,4,21 to 35,Male,32
13218,3,0,6,2,21 to 35,Male,30
13219,2,2,2,10,36 to 50,Male,80
13220,3,6,2,5,36 to 50,Male,103
13221,1,8,1,10,21 to 35,Female,129
13222,3,3,3,3,51 or more,Female,73
13223,3,5,6,7,36 to 50,Male,70
13224,3,3,2,3,51 or more,Female,80
13225,3,5,6,7,36 to 50,Male,70
13226,4,4,4,6,21 to 35,Female,76
13227,2,3,2,2,21 to 35,Female,79
13228,2,4,1,3,36 to 50,Female,94
13229,1,3,3,2,21 to 35,Female,72
13230,4,5,3,4,36 to 50,Male,88
13231,4,10,0,5,51 or more,Male,145
13232,3,6,1,10,51 or more,Female,115
13233,1,2,0,10,36 to 50,Female,94
13234,2,3,2,6,21 to 35,Female,83
13235,1,2,10,10,Less than 20,Female,24
13236,2,2,2,5,36 to 50,Female,75
13237,4,2,1,10,21 to 35,Male,87
13238,4,2,5,10,21 to 35,Male,59
13239,5,0,0,0,21 to 35,Female,70
13240,4,5,7,7,21 to 35,Female,63
13241,4,1,3,4,21 to 35,Female,60
13242,2,0,3,2,21 to 35,Male,51
13243,2,3,3,8,51 or more,Female,78
13244,5,1,2,4,51 or more,Male,67
13245,3,5,3,7,51 or more,Female,91
13246,2,4,5,4,21 to 35,Female,67
13247,3,3,0,4,51 or more,Female,95
13248,3,6,0,10,21 to 35,Male,122
13249,5,2,5,5,36 to 50,Female,54
13250,2,6,2,7,51 or more,Female,105
13251,3,10,2,10,21 to 35,Female,136
13252,3,4,4,6,Less than 20,Female,76
13253,2,4,1,10,51 or more,Female,101
13254,4,2,0,8,21 to 35,Male,92
13255,4,5,0,8,21 to 35,Male,113
13256,2,6,7,6,21 to 35,Female,69
13257,4,2,4,5,21 to 35,Male,61
13258,1,2,3,10,51 or more,Female,73
13259,5,6,10,7,21 to 35,Female,49
13260,5,2,1,2,51 or more,Male,79
13261,3,3,1,10,36 to 50,Female,94
13262,4,3,1,4,36 to 50,Female,88
13263,3,2,1,5,36 to 50,Female,82
13264,4,6,2,7,36 to 50,Female,105
13265,5,1,1,0,36 to 50,Female,70
13266,3,1,1,5,36 to 50,Female,75
13267,4,3,2,3,21 to 35,Female,80
13268,2,4,0,10,51 or more,Male,108
13269,2,1,1,4,21 to 35,Female,74
13270,5,1,0,4,36 to 50,Female,81
13271,2,4,3,8,51 or more,Female,85
13272,4,2,8,6,21 to 35,Female,34
13273,2,6,2,10,51 or more,Female,108
13274,3,7,0,6,51 or more,Male,125
13275,2,5,2,8,51 or more,Female,99
13276,1,7,1,2,51 or more,Female,114
13277,1,6,3,10,21 to 35,Female,101
13278,1,6,4,8,21 to 35,Female,92
13279,2,9,1,7,36 to 50,Female,133
13280,3,1,6,5,21 to 35,Female,40
13281,4,1,10,2,36 to 50,Female,9
13282,3,4,5,4,36 to 50,Female,67
13283,4,5,4,2,36 to 50,Female,79
13284,3,3,3,2,21 to 35,Female,72
13285,3,4,2,3,36 to 50,Female,87
13286,4,4,3,4,51 or more,Female,81
13287,1,3,1,5,21 to 35,Male,89
13288,3,6,10,5,21 to 35,Female,47
13289,2,2,2,5,36 to 50,Female,75
13290,5,0,10,1,21 to 35,Female,1
13291,3,0,0,10,36 to 50,Female,80
13292,1,3,0,7,21 to 35,Male,98
13293,0,0,0,10,Less than 20,Male,80
13294,0,0,0,10,Less than 20,Male,80
13295,1,3,3,7,21 to 35,Male,77
13296,1,1,1,3,51 or more,Female,73
13297,1,4,4,7,21 to 35,Female,77
13298,5,10,5,3,36 to 50,Male,108
13299,5,6,0,4,51 or more,Female,116
13300,3,3,2,7,36 to 50,Male,84
13301,3,4,3,7,36 to 50,Female,84
13302,1,1,1,4,Less than 20,Female,74
13303,3,6,3,8,21 to 35,Female,99
13304,5,7,3,9,51 or more,Female,107
13305,5,2,5,5,51 or more,Female,54
13306,2,3,3,7,21 to 35,Female,77
13307,2,3,0,5,36 to 50,Female,96
13308,4,2,2,3,21 to 35,Female,73
13309,2,2,3,5,21 to 35,Female,68
13310,4,4,1,5,51 or more,Male,96
13311,2,4,3,10,36 to 50,Female,87
13312,2,7,1,10,51 or more,Male,122
13313,4,4,3,4,21 to 35,Female,81
13314,1,2,1,5,36 to 50,Female,82
13315,1,2,1,3,21 to 35,Male,80
13316,2,3,0,10,36 to 50,Female,101
13317,1,2,2,7,21 to 35,Male,77
13318,3,1,2,2,21 to 35,Female,65
13319,2,1,3,7,21 to 35,Male,63
13320,0,3,0,10,Less than 20,Male,101
13321,0,3,0,10,Less than 20,Male,101
13322,2,4,3,2,36 to 50,Male,79
13323,1,4,1,10,21 to 35,Female,101
13324,2,2,3,7,36 to 50,Female,70
13325,4,4,7,7,21 to 35,Male,56
13326,4,3,3,2,51 or more,Female,72
13327,0,10,10,10,36 to 50,Male,80
13328,0,10,0,10,36 to 50,Male,150
13329,2,1,2,2,36 to 50,Female,65
13330,2,3,2,10,36 to 50,Male,87
13331,5,4,4,3,21 to 35,Female,73
13332,2,2,2,6,21 to 35,Female,76
13333,5,0,1,3,21 to 35,Male,66
13334,1,4,1,6,36 to 50,Female,97
13335,3,1,4,10,21 to 35,Male,59
13336,2,3,3,5,21 to 35,Male,75
13337,1,1,1,6,Less than 20,Male,76
13338,3,4,4,4,21 to 35,Female,74
13339,1,3,4,10,51 or more,Female,73
13340,3,4,1,10,21 to 35,Male,101
13341,3,2,2,7,51 or more,Female,77
13342,3,2,3,6,51 or more,Female,69
13343,1,2,2,5,21 to 35,Male,75
13344,4,3,4,6,21 to 35,Female,69
13345,2,2,1,5,36 to 50,Male,82
13346,2,0,2,7,21 to 35,Male,63
13347,5,1,0,10,51 or more,Female,87
13348,5,1,10,1,21 to 35,Male,8
13349,4,0,1,7,Less than 20,Female,70
13350,0,3,4,8,51 or more,Male,71
13351,1,2,1,1,21 to 35,Male,78
13352,3,5,1,7,21 to 35,Female,105
13353,2,9,4,5,36 to 50,Female,110
13354,1,4,3,5,51 or more,Female,82
13355,4,6,5,9,36 to 50,Female,86
13356,1,2,4,7,21 to 35,Female,63
13357,3,3,1,8,36 to 50,Male,92
13358,3,2,5,4,21 to 35,Female,53
13359,3,8,0,8,21 to 35,Male,134
13360,2,4,10,10,36 to 50,Female,38
13361,2,1,3,6,21 to 35,Female,62
13362,3,5,3,3,36 to 50,Female,87
13363,3,5,3,4,36 to 50,Female,88
13364,3,4,3,7,51 or more,Male,84
13365,5,1,5,5,21 to 35,Female,47
13366,2,5,1,5,51 or more,Female,103
13367,2,2,1,4,36 to 50,Male,81
13368,2,2,0,7,21 to 35,Male,91
13369,3,4,2,7,21 to 35,Female,91
13370,2,4,0,4,21 to 35,Female,102
13371,3,2,0,10,51 or more,Female,94
13372,1,5,0,10,21 to 35,Female,115
13373,1,2,1,7,51 or more,Female,84
13374,2,2,1,8,21 to 35,Female,85
13375,2,3,1,9,36 to 50,Female,93
13376,2,3,1,9,36 to 50,Female,93
13377,1,1,0,10,21 to 35,Male,87
13378,2,2,1,10,36 to 50,Female,87
13379,4,2,1,3,21 to 35,Male,80
13380,2,2,1,7,21 to 35,Male,84
13381,3,2,3,3,21 to 35,Female,66
13382,2,5,2,3,36 to 50,Male,94
13383,1,7,4,4,36 to 50,Female,95
13384,3,9,4,10,36 to 50,Female,115
13385,5,2,1,10,51 or more,Male,87
13386,3,5,5,7,21 to 35,Male,77
13387,3,1,3,5,36 to 50,Female,61
13388,3,1,7,8,21 to 35,Female,36
13389,2,5,1,5,21 to 35,Female,103
13390,3,3,1,7,21 to 35,Male,91
13391,4,4,1,9,36 to 50,Male,100
13392,5,3,10,4,21 to 35,Female,25
13393,2,5,1,3,21 to 35,Female,101
13394,4,8,0,10,21 to 35,Female,136
13395,3,1,1,10,51 or more,Female,80
13396,5,3,8,1,Less than 20,Male,36
13397,3,2,2,6,21 to 35,Male,76
13398,3,1,5,10,Less than 20,Female,52
13399,5,2,4,3,21 to 35,Female,59
13400,4,4,1,7,21 to 35,Female,98
13401,4,1,5,4,51 or more,Female,46
13402,5,6,3,8,Less than 20,Male,99
13403,2,6,2,10,51 or more,Female,108
13404,3,1,2,5,21 to 35,Male,68
13405,2,1,8,10,21 to 35,Female,31
13406,1,4,0,10,21 to 35,Female,108
13407,1,4,0,9,36 to 50,Female,107
13408,3,1,0,5,21 to 35,Female,82
13409,2,1,1,10,36 to 50,Female,80
13410,2,2,2,5,51 or more,Female,75
13411,3,4,3,6,51 or more,Female,83
13412,2,6,2,3,21 to 35,Female,101
13413,2,3,0,10,21 to 35,Male,101
13414,1,2,3,7,36 to 50,Female,70
13415,2,3,1,7,51 or more,Male,91
13416,3,5,3,4,36 to 50,Female,88
13417,4,5,1,5,51 or more,Female,103
13418,3,1,5,6,36 to 50,Female,48
13419,4,3,0,6,21 to 35,Female,97
13420,2,4,1,8,51 or more,Female,99
13421,1,2,1,10,36 to 50,Male,87
13422,0,4,0,10,51 or more,Male,108
13423,3,3,1,8,21 to 35,Female,92
13424,3,3,1,8,21 to 35,Female,92
13425,2,5,2,10,36 to 50,Female,101
13426,2,5,2,10,36 to 50,Female,101
13427,3,4,3,3,36 to 50,Female,80
13428,5,9,5,5,21 to 35,Female,103
13429,0,2,0,10,51 or more,Female,94
13430,0,1,10,10,Less than 20,Female,17
13431,1,3,3,6,Less than 20,Female,76
13432,1,10,6,10,Less than 20,Male,108
13433,4,2,5,2,21 to 35,Female,51
13434,3,8,2,10,Less than 20,Female,122
13435,0,10,1,5,Less than 20,Male,138
13436,3,3,3,3,36 to 50,Female,73
13437,5,8,1,0,36 to 50,Female,119
13438,4,2,7,8,36 to 50,Female,43
13439,2,5,1,10,21 to 35,Male,108
13440,3,7,5,8,51 or more,Female,92
13441,5,0,0,7,51 or more,Female,77
13442,2,5,3,4,36 to 50,Female,88
13443,5,6,1,4,51 or more,Male,109
13444,2,1,4,8,Less than 20,Female,57
13445,1,4,3,10,Less than 20,Female,87
13446,4,7,2,9,51 or more,Male,114
13447,5,0,8,10,21 to 35,Male,24
13448,4,3,4,6,36 to 50,Female,69
13449,4,2,4,2,36 to 50,Female,58
13450,2,3,1,10,21 to 35,Male,94
13451,3,6,3,8,Less than 20,Female,99
13452,3,6,0,5,36 to 50,Female,117
13453,0,8,1,8,21 to 35,Male,127
13454,1,1,4,10,21 to 35,Male,59
13455,2,2,2,8,36 to 50,Male,78
13456,3,1,3,7,21 to 35,Male,63
13457,5,1,0,7,51 or more,Female,84
13458,5,1,3,2,21 to 35,Female,58
13459,1,4,2,3,21 to 35,Male,87
13460,1,4,0,6,21 to 35,Female,104
13461,4,3,3,10,Less than 20,Female,80
13462,2,8,1,1,51 or more,Female,120
13463,3,10,8,6,51 or more,Female,90
13464,2,3,3,8,51 or more,Male,78
13465,1,2,0,5,Less than 20,Female,89
13466,5,4,10,10,21 to 35,Female,38
13467,0,5,0,10,21 to 35,Female,115
13468,1,3,3,10,21 to 35,Male,80
13469,4,5,3,3,36 to 50,Male,87
13470,3,5,1,10,51 or more,Female,108
13471,4,5,4,6,36 to 50,Male,83
13472,4,0,0,10,21 to 35,Male,80
13473,3,3,3,10,21 to 35,Male,80
13474,3,3,5,10,21 to 35,Female,66
13475,2,3,1,6,21 to 35,Male,90
13476,0,2,0,1,36 to 50,Male,85
13477,4,6,5,3,36 to 50,Male,80
13478,1,5,2,7,51 or more,Female,98
13479,4,10,3,4,36 to 50,Female,123
13480,4,3,5,2,21 to 35,Female,58
13481,1,10,10,10,21 to 35,Male,80
13482,3,9,3,10,21 to 35,Male,122
13483,1,1,6,3,36 to 50,Male,38
13484,2,4,1,10,21 to 35,Female,101
13485,1,3,0,10,21 to 35,Male,101
13486,3,3,5,7,36 to 50,Female,63
13487,5,3,7,10,36 to 50,Male,52
13488,3,2,3,10,36 to 50,Male,73
13489,4,6,0,4,51 or more,Female,116
13490,2,3,6,10,Less than 20,Male,59
13491,2,7,3,7,36 to 50,Male,105
13492,3,6,0,5,21 to 35,Male,117
13493,1,1,2,8,21 to 35,Male,71
13494,5,0,0,10,36 to 50,Male,80
13495,1,2,4,7,21 to 35,Female,63
13496,3,1,1,10,51 or more,Male,80
13497,3,7,2,8,36 to 50,Female,113
13498,4,6,2,4,36 to 50,Female,102
13499,0,3,1,9,51 or more,Male,93
13500,1,2,4,7,51 or more,Female,63
13501,2,10,10,2,21 to 35,Male,72
13502,3,3,3,5,36 to 50,Male,75
13503,3,5,7,10,36 to 50,Female,66
13504,5,2,2,2,51 or more,Female,72
13505,5,9,10,7,36 to 50,Female,70
13506,4,8,10,7,Less than 20,Female,63
13507,2,2,0,7,Less than 20,Female,91
13508,3,5,2,2,36 to 50,Female,93
13509,2,2,1,8,Less than 20,Female,85
13510,4,2,3,5,21 to 35,Male,68
13511,3,5,1,2,51 or more,Female,100
13512,4,8,0,5,51 or more,Female,131
13513,2,1,3,8,36 to 50,Male,64
13514,2,4,2,7,51 or more,Female,91
13515,1,2,0,10,21 to 35,Female,94
13516,2,2,3,4,36 to 50,Female,67
13517,3,4,7,10,Less than 20,Female,59
13518,3,3,7,5,21 to 35,Male,47
13519,1,6,1,5,51 or more,Female,110
13520,3,1,4,2,21 to 35,Female,51
13521,3,2,3,0,36 to 50,Male,63
13522,2,5,4,4,36 to 50,Female,81
13523,2,1,5,2,36 to 50,Male,44
13524,3,2,6,7,21 to 35,Male,49
13525,3,3,6,5,21 to 35,Female,54
13526,3,1,1,8,21 to 35,Female,78
13527,2,2,2,10,21 to 35,Female,80
13528,1,4,2,7,21 to 35,Male,91
13529,4,7,6,3,51 or more,Female,80
13530,2,2,5,5,36 to 50,Male,54
13531,0,0,1,1,21 to 35,Male,64
13532,3,4,2,6,21 to 35,Female,90
13533,1,4,1,3,21 to 35,Female,94
13534,2,5,1,5,51 or more,Male,103
13535,1,2,2,10,51 or more,Male,80
13536,0,0,2,5,36 to 50,Female,61
13537,3,2,3,6,21 to 35,Male,69
13538,3,8,6,10,21 to 35,Male,94
13539,2,3,1,7,51 or more,Female,91
13540,3,1,1,8,36 to 50,Female,78
13541,3,5,5,2,36 to 50,Female,72
13542,3,7,3,6,21 to 35,Female,104
13543,1,2,1,10,36 to 50,Female,87
13544,4,2,5,10,21 to 35,Female,59
13545,2,1,10,5,21 to 35,Female,12
13546,2,2,2,4,21 to 35,Male,74
13547,1,2,2,7,21 to 35,Female,77
13548,5,2,2,3,21 to 35,Female,73
13549,5,4,0,10,36 to 50,Female,108
13550,1,5,0,10,36 to 50,Male,115
13551,3,0,1,7,51 or more,Female,70
13552,2,7,4,2,36 to 50,Female,93
13553,1,8,2,3,21 to 35,Female,115
13554,2,1,1,7,21 to 35,Female,77
13555,5,0,2,10,21 to 35,Female,66
